"NIS5","TX_DESCR_NL","TX_DESCR_FR","TX_ADM_DSTR_DESCR_NL","TX_ADM_DSTR_DESCR_FR","TX_PROV_DESCR_NL","TX_PROV_DESCR_FR","TX_RGN_DESCR_NL","TX_RGN_DESCR_FR","CASES"
"11056","Zwijndrecht","Zwijndrecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","86"
"11057","Malle","Malle","Arrondissement Antwerpen","Arrondissement d’Anvers","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","50"
"12002","Berlaar","Berlaar","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","49"
"12005","Bonheiden","Bonheiden","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","36"
"12007","Bornem","Bornem","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","95"
"12009","Duffel","Duffel","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","87"
"12014","Heist-op-den-Berg","Heist-op-den-Berg","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","206"
"12021","Lier","Lierre","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","116"
"12025","Mechelen","Malines","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","338"
"12026","Nijlen","Nijlen","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","124"
"12029","Putte","Putte","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","35"
"12035","Sint-Katelijne-Waver","Sint-Katelijne-Waver","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","148"
"12040","Willebroek","Willebroek","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","113"
"12041","Puurs-Sint-Amands","Puurs-Sint-Amands","Arrondissement Mechelen","Arrondissement de Malines","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","177"
"13001","Arendonk","Arendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","50"
"13002","Baarle-Hertog","Baerle-Duc","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","13"
"13003","Balen","Balen","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","54"
"13004","Beerse","Beerse","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","61"
"13006","Dessel","Dessel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","23"
"13008","Geel","Geel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","172"
"13010","Grobbendonk","Grobbendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","58"
"13011","Herentals","Herentals","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","111"
"13012","Herenthout","Herenthout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","23"
"13013","Herselt","Herselt","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","98"
"13014","Hoogstraten","Hoogstraten","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","52"
"13016","Hulshout","Hulshout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","36"
"13017","Kasterlee","Kasterlee","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","77"
"13019","Lille","Lille","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","124"
"13021","Meerhout","Meerhout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","50"
"13023","Merksplas","Merksplas","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","51"
"13025","Mol","Mol","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","85"
"13029","Olen","Olen","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","55"
"13031","Oud-Turnhout","Oud-Turnhout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","122"
"13035","Ravels","Ravels","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","147"
"13036","Retie","Retie","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","33"
"13037","Rijkevorsel","Rijkevorsel","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","38"
"13040","Turnhout","Turnhout","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","192"
"13044","Vorselaar","Vorselaar","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","41"
"13046","Vosselaar","Vosselaar","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","50"
"13049","Westerlo","Westerlo","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","101"
"13053","Laakdal","Laakdal","Arrondissement Turnhout","Arrondissement de Turnhout","Provincie Antwerpen","Province d’Anvers","Vlaams Gewest","Région flamande","79"
"21001","Anderlecht","Anderlecht","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","920"
"21002","Oudergem","Auderghem","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","149"
"21003","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","189"
"21004","Brussel","Bruxelles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","971"
"21005","Etterbeek","Etterbeek","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","197"
"21006","Evere","Evere","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","264"
"21007","Vorst (Brussel-Hoofdstad)","Forest (Bruxelles-Capitale)","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","305"
"21008","Ganshoren","Ganshoren","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","143"
"21009","Elsene","Ixelles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","413"
"21010","Jette","Jette","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","328"
"21011","Koekelberg","Koekelberg","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","113"
"21012","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","619"
"21013","Sint-Gillis","Saint-Gilles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","258"
"21014","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","108"
"21015","Schaarbeek","Schaerbeek","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","591"
"21016","Ukkel","Uccle","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","414"
"21017","Watermaal-Bosvoorde","Watermael-Boitsfort","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","111"
"21018","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","274"
"21019","Sint-Pieters-Woluwe","Woluwe-Saint-Pierre","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale",NA,NA,"Brussels Hoofdstedelijk Gewest","Région de Bruxelles-Capitale","176"
"23002","Asse","Asse","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","173"
"23003","Beersel","Beersel","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","101"
"23009","Bever","Biévène","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","<5"
"23016","Dilbeek","Dilbeek","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","251"
"23023","Galmaarden","Gammerages","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","24"
"23024","Gooik","Gooik","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","31"
"23025","Grimbergen","Grimbergen","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","252"
"23027","Halle (Halle-Vilvoorde)","Hal (Hal-Vilvorde)","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","198"
"23032","Herne","Herne","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","16"
"23033","Hoeilaart","Hoeilaart","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","30"
"23038","Kampenhout","Kampenhout","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","53"
"23039","Kapelle-op-den-Bos","Kapelle-op-den-Bos","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","139"
"23044","Liedekerke","Liedekerke","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","47"
"23045","Londerzeel","Londerzeel","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","97"
"23047","Machelen (Halle-Vilvoorde)","Machelen (Hal-Vilvorde)","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","74"
"23050","Meise","Meise","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","71"
"23052","Merchtem","Merchtem","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","64"
"23060","Opwijk","Opwijk","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","57"
"23062","Overijse","Overijse","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","120"
"23064","Pepingen","Pepingen","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","24"
"23077","Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","130"
"23081","Steenokkerzeel","Steenokkerzeel","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","59"
"23086","Ternat","Ternat","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","47"
"23088","Vilvoorde","Vilvorde","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","224"
"23094","Zaventem","Zaventem","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","157"
"23096","Zemst","Zemst","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","78"
"23097","Roosdaal","Roosdaal","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","37"
"23098","Drogenbos","Drogenbos","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","41"
"23099","Kraainem","Kraainem","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","80"
"23100","Linkebeek","Linkebeek","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","26"
"23101","Sint-Genesius-Rode","Rhode-Saint-Genèse","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","70"
"23102","Wemmel","Wemmel","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","40"
"23103","Wezembeek-Oppem","Wezembeek-Oppem","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","63"
"23104","Lennik","Lennik","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","31"
"23105","Affligem","Affligem","Arrondissement Halle-Vilvoorde","Arrondissement de Hal-Vilvorde","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","56"
"24001","Aarschot","Aarschot","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","155"
"24007","Begijnendijk","Begijnendijk","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","58"
"24008","Bekkevoort","Bekkevoort","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","44"
"24009","Bertem","Bertem","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","35"
"24011","Bierbeek","Bierbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","18"
"24014","Boortmeerbeek","Boortmeerbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","45"
"24016","Boutersem","Boutersem","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","62"
"24020","Diest","Diest","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","135"
"24028","Geetbets","Geetbets","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","87"
"24033","Haacht","Haacht","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","30"
"24038","Herent","Herent","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","159"
"24041","Hoegaarden","Hoegaarden","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","26"
"24043","Holsbeek","Holsbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","43"
"24045","Huldenberg","Huldenberg","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","37"
"24048","Keerbergen","Keerbergen","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","53"
"24054","Kortenaken","Kortenaken","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","90"
"24055","Kortenberg","Kortenberg","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","62"
"24059","Landen","Landen","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","166"
"24062","Leuven","Louvain","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","467"
"24066","Lubbeek","Lubbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","113"
"24086","Oud-Heverlee","Oud-Heverlee","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","35"
"24094","Rotselaar","Rotselaar","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","40"
"24104","Tervuren","Tervuren","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","110"
"24107","Tienen","Tirlemont","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","241"
"24109","Tremelo","Tremelo","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","43"
"24130","Zoutleeuw","Léau","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","87"
"24133","Linter","Linter","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","35"
"24134","Scherpenheuvel-Zichem","Montaigu-Zichem","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","112"
"24135","Tielt-Winge","Tielt-Winge","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","33"
"24137","Glabbeek","Glabbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","Région flamande","30"
"25005","Bevekom","Beauvechain","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","Région wallonne","13"
